sentence_id,token,tag
184,Kuala,O
184,Lumpur,O
184,",",O
184,Tiago,B-PER
184,gave,O
184,a,O
184,keynote,O
184,speech,O
184,.,O
185,Flore,B-PER
185,",",O
185,the,O
185,regional,O
185,director,O
185,",",O
185,approved,O
185,the,O
185,budget,O
185,.,O
186,Lina,B-PER
186,said,O
186,that,O
186,Mohamed,B-PER
186,might,O
186,be,O
186,late,O
186,due,O
186,to,O
186,traffic,O
186,.,O
187,During,O
187,yesterday,O
187,',O
187,s,O
187,meeting,O
187,",",O
187,سحر,B-PER
187,brought,O
187,up,O
187,an,O
187,interesting,O
187,point,O
187,.,O
188,I,O
188,met,O
188,Laure,B-PER
188,and,O
188,Serge,B-PER
188,at,O
188,the,O
188,workshop,O
188,in,O
188,Jakarta,O
188,.,O
189,Frans,B-PER
189,said,O
189,that,O
189,Penny,B-PER
189,might,O
189,be,O
189,late,O
189,due,O
189,to,O
189,traffic,O
189,.,O
190,Both,O
190,Ali,B-PER
190,and,O
190,Ahmed,B-PER
190,have,O
190,extensive,O
190,experience,O
190,in,O
190,logistics,O
190,.,O
191,Isn,O
191,',O
191,t,O
191,سحر,B-PER
191,presenting,O
191,at,O
191,the,O
191,conference,O
191,?,O
192,It,O
192,was,O
192,Kwizera,B-PER
192,who,O
192,finalized,O
192,the,O
192,agreement,O
192,.,O
193,Everyone,O
193,was,O
193,waiting,O
193,for,O
193,Asres,B-PER
193,to,O
193,arrive,O
193,.,O
194,What,O
194,did,O
194,Johannes,B-PER
194,say,O
194,about,O
194,the,O
194,proposal,O
194,yesterday,O
194,?,O
195,The,O
195,final,O
195,report,O
195,was,O
195,prepared,O
195,by,O
195,Ali,B-PER
195,.,O
196,The,O
196,report,O
196,",",O
196,as,O
196,mentioned,O
196,by,O
196,Salma,B-PER
196,(,O
196,our,O
196,new,O
196,data,O
196,analyst,O
196,),O
196,",",O
196,needs,O
196,a,O
196,revision,O
196,.,O
197,Nobody,O
197,expected,O
197,ام,B-PER
197,to,O
197,handle,O
197,the,O
197,crisis,O
197,so,O
197,well,O
197,.,O
198,Everyone,O
198,was,O
198,waiting,O
198,for,O
198,Emelyne,B-PER
198,to,O
198,arrive,O
198,.,O
199,Isn,O
199,',O
199,t,O
199,Rasmata,B-PER
199,presenting,O
199,at,O
199,the,O
199,conference,O
199,?,O
200,The,O
200,consultant,O
200,who,O
200,was,O
200,hired,O
200,byFátima,O
200,recommended,O
200,a,O
200,new,O
200,tool,O
200,.,O
201,Both,O
201,خالد,B-PER
201,and,O
201,ام,B-PER
201,have,O
201,extensive,O
201,experience,O
201,in,O
201,logistics,O
201,.,O
202,It,O
202,was,O
202,Samatar,B-PER
202,who,O
202,finalized,O
202,the,O
202,agreement,O
202,.,O
203,Do,O
203,you,O
203,remember,O
203,when,O
203,Sintayew,B-PER
203,joined,O
203,the,O
203,company,O
203,?,O
204,Do,O
204,you,O
204,remember,O
204,when,O
204,Mariem,B-PER
204,joined,O
204,the,O
204,company,O
204,?,O
205,My,O
205,name,O
205,is,O
205,Hamza,B-PER
205,.,O
206,My,O
206,name,O
206,is,O
206,Ashenafi,B-PER
206,.,O
207,Do,O
207,you,O
207,remember,O
207,when,O
207,Tiago,B-PER
207,joined,O
207,the,O
207,company,O
207,?,O
208,At,O
208,the,O
208,annual,O
208,summit,O
208,in,O
208,Kuala,O
208,Lumpur,O
208,",",O
208,Abdillahi,B-PER
208,gave,O
208,a,O
208,keynote,O
208,speech,O
208,.,O
209,At,O
209,the,O
209,annual,O
209,summit,O
209,in,O
209,Kuala,O
209,Lumpur,O
209,",",O
209,Deka,B-PER
209,gave,O
209,a,O
209,keynote,O
209,speech,O
209,.,O
210,The,O
210,final,O
210,report,O
210,was,O
210,prepared,O
210,by,O
210,Ali,B-PER
210,.,O
211,It,O
211,was,O
211,محمد,B-PER
211,who,O
211,finalized,O
211,the,O
211,agreement,O
211,.,O
212,Everyone,O
212,was,O
212,waiting,O
212,for,O
212,Joao,B-PER
212,to,O
212,arrive,O
212,.,O
213,At,O
213,the,O
213,annual,O
213,summit,O
213,in,O
213,Kuala,O
213,Lumpur,O
213,",",O
213,ميمي,B-PER
213,gave,O
213,a,O
213,keynote,O
213,speech,O
213,.,O
214,The,O
214,woman,O
214,seen,O
214,talking,O
214,to,O
214,Lorato,B-PER
214,was,O
214,the,O
214,CEO,O
214,.,O
215,Although,O
215,Bezawit,B-PER
215,was,O
215,nervous,O
215,",",O
215,she,O
215,performed,O
215,well,O
215,.,O
216,Idil,B-PER
216,and,O
216,his,O
216,colleague,O
216,Yacin,B-PER
216,handled,O
216,the,O
216,presentation,O
216,together,O
216,.,O
217,Everyone,O
217,was,O
217,waiting,O
217,for,O
217,Marwa,B-PER
217,to,O
217,arrive,O
217,.,O
218,Can,O
218,you,O
218,schedule,O
218,a,O
218,meeting,O
218,with,O
218,Imane,B-PER
218,next,O
218,week,O
218,?,O
219,Mohamed,B-PER
219,said,O
219,that,O
219,ام,B-PER
219,محمد,I-PER
219,might,O
219,be,O
219,late,O
219,due,O
219,to,O
219,traffic,O
219,.,O
220,The,O
220,final,O
220,report,O
220,was,O
220,prepared,O
220,by,O
220,Misgana,B-PER
220,.,O
221,Both,O
221,ام,B-PER
221,and,O
221,سحر,B-PER
221,have,O
221,extensive,O
221,experience,O
221,in,O
221,logistics,O
221,.,O
222,The,O
222,consultant,O
222,who,O
222,was,O
222,hired,O
222,byAma,O
222,recommended,O
222,a,O
222,new,O
222,tool,O
222,.,O
223,Although,O
223,ام,B-PER
223,was,O
223,nervous,O
223,",",O
223,she,O
223,performed,O
223,well,O
223,.,O
224,The,O
224,woman,O
224,seen,O
224,talking,O
224,to,O
224,Alain,B-PER
224,was,O
224,the,O
224,CEO,O
224,.,O
225,The,O
225,final,O
225,report,O
225,was,O
225,prepared,O
225,by,O
225,Tebogo,B-PER
225,.,O
226,Isn,O
226,',O
226,t,O
226,عمر,B-PER
226,presenting,O
226,at,O
226,the,O
226,conference,O
226,?,O
227,Matheus,B-PER
227,and,O
227,his,O
227,colleague,O
227,Immanuel,B-PER
227,handled,O
227,the,O
227,presentation,O
227,together,O
227,.,O
228,After,O
228,the,O
228,interview,O
228,",",O
228,we,O
228,offered,O
228,Sami,B-PER
228,the,O
228,position,O
228,.,O
229,The,O
229,person,O
229,you,O
229,spoke,O
229,to,O
229,earlier,O
229,",",O
229,Mostafa,B-PER
229,",",O
229,will,O
229,send,O
229,the,O
229,report,O
229,.,O
230,The,O
230,woman,O
230,seen,O
230,talking,O
230,to,O
230,Sousou,B-PER
230,was,O
230,the,O
230,CEO,O
230,.,O
231,It,O
231,was,O
231,Samuel,B-PER
231,who,O
231,finalized,O
231,the,O
231,agreement,O
231,.,O
232,The,O
232,woman,O
232,seen,O
232,talking,O
232,to,O
232,خالد,B-PER
232,was,O
232,the,O
232,CEO,O
232,.,O
233,The,O
233,person,O
233,you,O
233,spoke,O
233,to,O
233,earlier,O
233,",",O
233,Nuno,B-PER
233,",",O
233,will,O
233,send,O
233,the,O
233,report,O
233,.,O
234,Although,O
234,Ebenezer,B-PER
234,was,O
234,nervous,O
234,",",O
234,she,O
234,performed,O
234,well,O
234,.,O
235,While,O
235,the,O
235,proposal,O
235,was,O
235,being,O
235,finalized,O
235,by,O
235,the,O
235,marketing,O
235,team,O
235,",",O
235,Hileni,B-PER
235,",",O
235,who,O
235,had,O
235,just,O
235,returned,O
235,from,O
235,Singapore,O
235,",",O
235,raised,O
235,an,O
235,objection,O
235,.,O
236,The,O
236,person,O
236,you,O
236,spoke,O
236,to,O
236,earlier,O
236,",",O
236,Ali,B-PER
236,",",O
236,will,O
236,send,O
236,the,O
236,report,O
236,.,O
237,The,O
237,woman,O
237,seen,O
237,talking,O
237,to,O
237,Abdourahman,B-PER
237,was,O
237,the,O
237,CEO,O
237,.,O
238,Can,O
238,you,O
238,schedule,O
238,a,O
238,meeting,O
238,with,O
238,Awaleh,B-PER
238,next,O
238,week,O
238,?,O
239,The,O
239,woman,O
239,seen,O
239,talking,O
239,to,O
239,Lesego,B-PER
239,was,O
239,the,O
239,CEO,O
239,.,O
240,Thabang,B-PER
240,and,O
240,his,O
240,colleague,O
240,Precious,B-PER
240,handled,O
240,the,O
240,presentation,O
240,together,O
240,.,O
241,After,O
241,the,O
241,interview,O
241,",",O
241,we,O
241,offered,O
241,Mohamed,B-PER
241,the,O
241,position,O
241,.,O
242,This,O
242,is,O
242,Ebenezer,B-PER
242,",",O
242,our,O
242,new,O
242,team,O
242,member,O
242,.,O
243,Alemtsehay,B-PER
243,",",O
243,the,O
243,new,O
243,project,O
243,manager,O
243,",",O
243,presented,O
243,the,O
243,budget,O
243,.,O
244,Everyone,O
244,was,O
244,waiting,O
244,for,O
244,Belyse,B-PER
244,to,O
244,arrive,O
244,.,O
245,Do,O
245,you,O
245,remember,O
245,when,O
245,Ayoub,B-PER
245,joined,O
245,the,O
245,company,O
245,?,O
246,Can,O
246,you,O
246,schedule,O
246,a,O
246,meeting,O
246,with,O
246,محمد,B-PER
246,next,O
246,week,O
246,?,O
247,After,O
247,the,O
247,interview,O
247,",",O
247,we,O
247,offered,O
247,Paulo,B-PER
247,the,O
247,position,O
247,.,O
248,The,O
248,person,O
248,you,O
248,spoke,O
248,to,O
248,earlier,O
248,",",O
248,Zanele,B-PER
248,",",O
248,will,O
248,send,O
248,the,O
248,report,O
248,.,O
249,The,O
249,consultant,O
249,who,O
249,was,O
249,hired,O
249,byEbenezer,O
249,recommended,O
249,a,O
249,new,O
249,tool,O
249,.,O
250,During,O
250,yesterday,O
250,',O
250,s,O
250,meeting,O
250,",",O
250,Mahmoud,B-PER
250,brought,O
250,up,O
250,an,O
250,interesting,O
250,point,O
250,.,O
251,It,O
251,was,O
251,ابراهيم,B-PER
251,who,O
251,finalized,O
251,the,O
251,agreement,O
251,.,O
252,The,O
252,woman,O
252,seen,O
252,talking,O
252,to,O
252,محمد,B-PER
252,was,O
252,the,O
252,CEO,O
252,.,O
253,After,O
253,the,O
253,interview,O
253,",",O
253,we,O
253,offered,O
253,Mpho,B-PER
253,the,O
253,position,O
253,.,O
254,Although,O
254,Eman,B-PER
254,was,O
254,nervous,O
254,",",O
254,she,O
254,performed,O
254,well,O
254,.,O
255,Djama,B-PER
255,introduced,O
255,Bilan,B-PER
255,as,O
255,the,O
255,lead,O
255,consultant,O
255,on,O
255,the,O
255,project,O
255,.,O
256,Nobody,O
256,expected,O
256,حنين,B-PER
256,to,O
256,handle,O
256,the,O
256,crisis,O
256,so,O
256,well,O
256,.,O
257,It,O
257,was,O
257,محمد,B-PER
257,who,O
257,finalized,O
257,the,O
257,agreement,O
257,.,O
258,The,O
258,final,O
258,report,O
258,was,O
258,prepared,O
258,by,O
258,Boitumelo,B-PER
258,.,O
259,Can,O
259,you,O
259,schedule,O
259,a,O
259,meeting,O
259,with,O
259,Mohamed,B-PER
259,next,O
259,week,O
259,?,O
260,Nahimana,B-PER
260,",",O
260,the,O
260,new,O
260,project,O
260,manager,O
260,",",O
260,presented,O
260,the,O
260,budget,O
260,.,O
261,Have,O
261,you,O
261,met,O
261,Flore,B-PER
261,from,O
261,the,O
261,accounting,O
261,department,O
261,?,O
262,I,O
262,met,O
262,Penny,B-PER
262,and,O
262,Petrus,B-PER
262,at,O
262,the,O
262,workshop,O
262,in,O
262,Jakarta,O
262,.,O
263,At,O
263,the,O
263,annual,O
263,summit,O
263,in,O
263,Kuala,O
263,Lumpur,O
263,",",O
263,Abdou,B-PER
263,gave,O
263,a,O
263,keynote,O
263,speech,O
263,.,O
264,Both,O
264,Imen,B-PER
264,and,O
264,Ali,B-PER
264,have,O
264,extensive,O
264,experience,O
264,in,O
264,logistics,O
264,.,O
265,It,O
265,was,O
265,Michel,B-PER
265,who,O
265,finalized,O
265,the,O
265,agreement,O
265,.,O
266,Can,O
266,you,O
266,schedule,O
266,a,O
266,meeting,O
266,with,O
266,Fatima,B-PER
266,next,O
266,week,O
266,?,O
267,The,O
267,consultant,O
267,who,O
267,was,O
267,hired,O
267,bySanata,O
267,recommended,O
267,a,O
267,new,O
267,tool,O
267,.,O
268,Nobody,O
268,expected,O
268,علي,B-PER
268,to,O
268,handle,O
268,the,O
268,crisis,O
268,so,O
268,well,O
268,.,O
269,My,O
269,name,O
269,is,O
269,Filomena,B-PER
269,.,O
270,It,O
270,was,O
270,Esther,B-PER
270,who,O
270,finalized,O
270,the,O
270,agreement,O
270,.,O
271,Everyone,O
271,was,O
271,waiting,O
271,for,O
271,محمد,B-PER
271,to,O
271,arrive,O
271,.,O
272,Although,O
272,Misgana,B-PER
272,was,O
272,nervous,O
272,",",O
272,she,O
272,performed,O
272,well,O
272,.,O
273,The,O
273,person,O
273,you,O
273,spoke,O
273,to,O
273,earlier,O
273,",",O
273,Egide,B-PER
273,",",O
273,will,O
273,send,O
273,the,O
273,report,O
273,.,O
274,While,O
274,the,O
274,proposal,O
274,was,O
274,being,O
274,finalized,O
274,by,O
274,the,O
274,marketing,O
274,team,O
274,",",O
274,Hakizimana,B-PER
274,",",O
274,who,O
274,had,O
274,just,O
274,returned,O
274,from,O
274,Singapore,O
274,",",O
274,raised,O
274,an,O
274,objection,O
274,.,O
275,While,O
275,the,O
275,proposal,O
275,was,O
275,being,O
275,finalized,O
275,by,O
275,the,O
275,marketing,O
275,team,O
275,",",O
275,Sayouba,B-PER
275,",",O
275,who,O
275,had,O
275,just,O
275,returned,O
275,from,O
275,Singapore,O
275,",",O
275,raised,O
275,an,O
275,objection,O
275,.,O
276,After,O
276,the,O
276,interview,O
276,",",O
276,we,O
276,offered,O
276,Mona,B-PER
276,the,O
276,position,O
276,.,O
277,Can,O
277,you,O
277,schedule,O
277,a,O
277,meeting,O
277,with,O
277,Umar,B-PER
277,next,O
277,week,O
277,?,O
278,Both,O
278,Safiatou,B-PER
278,and,O
278,Oumarou,B-PER
278,have,O
278,extensive,O
278,experience,O
278,in,O
278,logistics,O
278,.,O
279,At,O
279,the,O
279,annual,O
279,summit,O
279,in,O
279,Kuala,O
279,Lumpur,O
279,",",O
279,Zanele,B-PER
279,gave,O
279,a,O
279,keynote,O
279,speech,O
279,.,O
280,The,O
280,final,O
280,report,O
280,was,O
280,prepared,O
280,by,O
280,ام,B-PER
280,.,O
281,During,O
281,yesterday,O
281,',O
281,s,O
281,meeting,O
281,",",O
281,Alemtsehay,B-PER
281,brought,O
281,up,O
281,an,O
281,interesting,O
281,point,O
281,.,O
282,After,O
282,the,O
282,interview,O
282,",",O
282,we,O
282,offered,O
282,Joselyne,B-PER
282,the,O
282,position,O
282,.,O
283,The,O
283,person,O
283,you,O
283,spoke,O
283,to,O
283,earlier,O
283,",",O
283,ام,B-PER
283,محمد,I-PER
283,",",O
283,will,O
283,send,O
283,the,O
283,report,O
283,.,O
284,During,O
284,yesterday,O
284,',O
284,s,O
284,meeting,O
284,",",O
284,Aya,B-PER
284,brought,O
284,up,O
284,an,O
284,interesting,O
284,point,O
284,.,O
285,This,O
285,is,O
285,Neima,B-PER
285,",",O
285,our,O
285,new,O
285,team,O
285,member,O
285,.,O
286,Can,O
286,you,O
286,schedule,O
286,a,O
286,meeting,O
286,with,O
286,Omar,B-PER
286,next,O
286,week,O
286,?,O
287,My,O
287,name,O
287,is,O
287,Asmaa,B-PER
287,.,O
288,It,O
288,was,O
288,Rui,B-PER
288,who,O
288,finalized,O
288,the,O
288,agreement,O
288,.,O
289,During,O
289,yesterday,O
289,',O
289,s,O
289,meeting,O
289,",",O
289,Domingos,B-PER
289,brought,O
289,up,O
289,an,O
289,interesting,O
289,point,O
289,.,O
290,The,O
290,consultant,O
290,who,O
290,was,O
290,hired,O
290,byPierre,O
290,recommended,O
290,a,O
290,new,O
290,tool,O
290,.,O
291,I,O
291,met,O
291,Sunday,B-PER
291,and,O
291,Prince,B-PER
291,at,O
291,the,O
291,workshop,O
291,in,O
291,Jakarta,O
291,.,O
292,Mohamed,B-PER
292,",",O
292,the,O
292,new,O
292,project,O
292,manager,O
292,",",O
292,presented,O
292,the,O
292,budget,O
292,.,O
293,While,O
293,the,O
293,proposal,O
293,was,O
293,being,O
293,finalized,O
293,by,O
293,the,O
293,marketing,O
293,team,O
293,",",O
293,زهرة,B-PER
293,",",O
293,who,O
293,had,O
293,just,O
293,returned,O
293,from,O
293,Singapore,O
293,",",O
293,raised,O
293,an,O
293,objection,O
293,.,O
294,Nobody,O
294,expected,O
294,Eshetu,B-PER
294,to,O
294,handle,O
294,the,O
294,crisis,O
294,so,O
294,well,O
294,.,O
295,Patrícia,B-PER
295,introduced,O
295,Bruno,B-PER
295,as,O
295,the,O
295,lead,O
295,consultant,O
295,on,O
295,the,O
295,project,O
295,.,O
296,Emmanuel,B-PER
296,and,O
296,his,O
296,colleague,O
296,Solange,B-PER
296,handled,O
296,the,O
296,presentation,O
296,together,O
296,.,O
297,Nour,B-PER
297,said,O
297,that,O
297,Sami,B-PER
297,might,O
297,be,O
297,late,O
297,due,O
297,to,O
297,traffic,O
297,.,O
298,My,O
298,name,O
298,is,O
298,Bigirimana,B-PER
298,.,O
299,The,O
299,woman,O
299,seen,O
299,talking,O
299,to,O
299,Paulo,B-PER
299,was,O
299,the,O
299,CEO,O
299,.,O
300,I,O
300,met,O
300,Amina,B-PER
300,and,O
300,Nour,B-PER
300,at,O
300,the,O
300,workshop,O
300,in,O
300,Jakarta,O
300,.,O
301,Do,O
301,you,O
301,remember,O
301,when,O
301,Djeneba,B-PER
301,joined,O
301,the,O
301,company,O
301,?,O
302,This,O
302,is,O
302,Belyse,B-PER
302,",",O
302,our,O
302,new,O
302,team,O
302,member,O
302,.,O
303,Both,O
303,Fati,B-PER
303,and,O
303,Amal,B-PER
303,have,O
303,extensive,O
303,experience,O
303,in,O
303,logistics,O
303,.,O
304,Nobody,O
304,expected,O
304,Stephen,B-PER
304,to,O
304,handle,O
304,the,O
304,crisis,O
304,so,O
304,well,O
304,.,O
305,Everyone,O
305,was,O
305,waiting,O
305,for,O
305,Saredo,B-PER
305,to,O
305,arrive,O
305,.,O
306,The,O
306,consultant,O
306,who,O
306,was,O
306,hired,O
306,byنور,O
306,recommended,O
306,a,O
306,new,O
306,tool,O
306,.,O
307,Zanele,B-PER
307,",",O
307,the,O
307,regional,O
307,director,O
307,",",O
307,approved,O
307,the,O
307,budget,O
307,.,O
308,What,O
308,did,O
308,Mesfin,B-PER
308,say,O
308,about,O
308,the,O
308,proposal,O
308,yesterday,O
308,?,O
309,While,O
309,the,O
309,proposal,O
309,was,O
309,being,O
309,finalized,O
309,by,O
309,the,O
309,marketing,O
309,team,O
309,",",O
309,Joao,B-PER
309,",",O
309,who,O
309,had,O
309,just,O
309,returned,O
309,from,O
309,Singapore,O
309,",",O
309,raised,O
309,an,O
309,objection,O
309,.,O
310,The,O
310,final,O
310,report,O
310,was,O
310,prepared,O
310,by,O
310,Christelle,B-PER
310,.,O
311,This,O
311,is,O
311,Samatar,B-PER
311,",",O
311,our,O
311,new,O
311,team,O
311,member,O
311,.,O
312,Umar,B-PER
312,introduced,O
312,Sunday,B-PER
312,as,O
312,the,O
312,lead,O
312,consultant,O
312,on,O
312,the,O
312,project,O
312,.,O
313,Have,O
313,you,O
313,met,O
313,احمد,B-PER
313,from,O
313,the,O
313,accounting,O
313,department,O
313,?,O
314,At,O
314,the,O
314,annual,O
314,summit,O
314,in,O
314,Kuala,O
314,Lumpur,O
314,",",O
314,Fatma,B-PER
314,gave,O
314,a,O
314,keynote,O
314,speech,O
314,.,O
315,While,O
315,the,O
315,proposal,O
315,was,O
315,being,O
315,finalized,O
315,by,O
315,the,O
315,marketing,O
315,team,O
315,",",O
315,Madalena,B-PER
315,",",O
315,who,O
315,had,O
315,just,O
315,returned,O
315,from,O
315,Singapore,O
315,",",O
315,raised,O
315,an,O
315,objection,O
315,.,O
316,Asres,B-PER
316,said,O
316,that,O
316,Alemtsehay,B-PER
316,might,O
316,be,O
316,late,O
316,due,O
316,to,O
316,traffic,O
316,.,O
317,Although,O
317,Thabang,B-PER
317,was,O
317,nervous,O
317,",",O
317,she,O
317,performed,O
317,well,O
317,.,O
318,The,O
318,final,O
318,report,O
318,was,O
318,prepared,O
318,by,O
318,ميمي,B-PER
318,.,O
319,The,O
319,person,O
319,you,O
319,spoke,O
319,to,O
319,earlier,O
319,",",O
319,Isaac,B-PER
319,",",O
319,will,O
319,send,O
319,the,O
319,report,O
319,.,O
320,What,O
320,did,O
320,Walid,B-PER
320,say,O
320,about,O
320,the,O
320,proposal,O
320,yesterday,O
320,?,O
321,I,O
321,met,O
321,Selma,B-PER
321,and,O
321,Aina,B-PER
321,at,O
321,the,O
321,workshop,O
321,in,O
321,Jakarta,O
321,.,O
322,While,O
322,the,O
322,proposal,O
322,was,O
322,being,O
322,finalized,O
322,by,O
322,the,O
322,marketing,O
322,team,O
322,",",O
322,Mahamoud,B-PER
322,",",O
322,who,O
322,had,O
322,just,O
322,returned,O
322,from,O
322,Singapore,O
322,",",O
322,raised,O
322,an,O
322,objection,O
322,.,O
323,Have,O
323,you,O
323,met,O
323,Ahmed,B-PER
323,from,O
323,the,O
323,accounting,O
323,department,O
323,?,O
324,The,O
324,report,O
324,",",O
324,as,O
324,mentioned,O
324,by,O
324,Nuno,B-PER
324,(,O
324,our,O
324,new,O
324,data,O
324,analyst,O
324,),O
324,",",O
324,needs,O
324,a,O
324,revision,O
324,.,O
325,The,O
325,person,O
325,you,O
325,spoke,O
325,to,O
325,earlier,O
325,",",O
325,Oumarou,B-PER
325,",",O
325,will,O
325,send,O
325,the,O
325,report,O
325,.,O
326,The,O
326,report,O
326,",",O
326,as,O
326,mentioned,O
326,by,O
326,Akimana,B-PER
326,(,O
326,our,O
326,new,O
326,data,O
326,analyst,O
326,),O
326,",",O
326,needs,O
326,a,O
326,revision,O
326,.,O
327,Samir,B-PER
327,",",O
327,the,O
327,regional,O
327,director,O
327,",",O
327,approved,O
327,the,O
327,budget,O
327,.,O
328,After,O
328,the,O
328,interview,O
328,",",O
328,we,O
328,offered,O
328,Awaleh,B-PER
328,the,O
328,position,O
328,.,O
329,Youssef,B-PER
329,introduced,O
329,Hajar,B-PER
329,as,O
329,the,O
329,lead,O
329,consultant,O
329,on,O
329,the,O
329,project,O
329,.,O
330,The,O
330,report,O
330,",",O
330,as,O
330,mentioned,O
330,by,O
330,Albertina,B-PER
330,(,O
330,our,O
330,new,O
330,data,O
330,analyst,O
330,),O
330,",",O
330,needs,O
330,a,O
330,revision,O
330,.,O
331,At,O
331,the,O
331,annual,O
331,summit,O
331,in,O
331,Kuala,O
331,Lumpur,O
331,",",O
331,Imen,B-PER
331,gave,O
331,a,O
331,keynote,O
331,speech,O
331,.,O
332,Prince,B-PER
332,said,O
332,that,O
332,Abigail,B-PER
332,might,O
332,be,O
332,late,O
332,due,O
332,to,O
332,traffic,O
332,.,O
333,The,O
333,report,O
333,",",O
333,as,O
333,mentioned,O
333,by,O
333,Grace,B-PER
333,(,O
333,our,O
333,new,O
333,data,O
333,analyst,O
333,),O
333,",",O
333,needs,O
333,a,O
333,revision,O
333,.,O
334,Both,O
334,Bizuayehu,B-PER
334,and,O
334,Bezawit,B-PER
334,have,O
334,extensive,O
334,experience,O
334,in,O
334,logistics,O
334,.,O
335,At,O
335,the,O
335,annual,O
335,summit,O
335,in,O
335,Kuala,O
335,Lumpur,O
335,",",O
335,Petrus,B-PER
335,gave,O
335,a,O
335,keynote,O
335,speech,O
335,.,O
336,After,O
336,the,O
336,interview,O
336,",",O
336,we,O
336,offered,O
336,Marie,B-PER
336,the,O
336,position,O
336,.,O
337,My,O
337,name,O
337,is,O
337,Sintayew,B-PER
337,.,O
338,The,O
338,report,O
338,",",O
338,as,O
338,mentioned,O
338,by,O
338,Hilma,B-PER
338,(,O
338,our,O
338,new,O
338,data,O
338,analyst,O
338,),O
338,",",O
338,needs,O
338,a,O
338,revision,O
338,.,O
339,At,O
339,the,O
339,annual,O
339,summit,O
339,in,O
339,Kuala,O
339,Lumpur,O
339,",",O
339,Nahimana,B-PER
339,gave,O
339,a,O
339,keynote,O
339,speech,O
339,.,O
340,Erastus,B-PER
340,and,O
340,his,O
340,colleague,O
340,Selma,B-PER
340,handled,O
340,the,O
340,presentation,O
340,together,O
340,.,O
341,The,O
341,report,O
341,",",O
341,as,O
341,mentioned,O
341,by,O
341,Aisha,B-PER
341,(,O
341,our,O
341,new,O
341,data,O
341,analyst,O
341,),O
341,",",O
341,needs,O
341,a,O
341,revision,O
341,.,O
342,Everyone,O
342,was,O
342,waiting,O
342,for,O
342,Blessing,B-PER
342,to,O
342,arrive,O
342,.,O
343,I,O
343,met,O
343,Katlego,B-PER
343,and,O
343,Gorata,B-PER
343,at,O
343,the,O
343,workshop,O
343,in,O
343,Jakarta,O
343,.,O
344,What,O
344,did,O
344,عبدالله,B-PER
344,say,O
344,about,O
344,the,O
344,proposal,O
344,yesterday,O
344,?,O
345,What,O
345,did,O
345,Prince,B-PER
345,say,O
345,about,O
345,the,O
345,proposal,O
345,yesterday,O
345,?,O
346,This,O
346,is,O
346,أم,B-PER
346,",",O
346,our,O
346,new,O
346,team,O
346,member,O
346,.,O
347,Have,O
347,you,O
347,met,O
347,Mahamoud,B-PER
347,from,O
347,the,O
347,accounting,O
347,department,O
347,?,O
348,Do,O
348,you,O
348,remember,O
348,when,O
348,Albertina,B-PER
348,joined,O
348,the,O
348,company,O
348,?,O
349,Mohamed,B-PER
349,said,O
349,that,O
349,ميمي,B-PER
349,might,O
349,be,O
349,late,O
349,due,O
349,to,O
349,traffic,O
349,.,O
350,Nobody,O
350,expected,O
350,Salamata,B-PER
350,to,O
350,handle,O
350,the,O
350,crisis,O
350,so,O
350,well,O
350,.,O
351,The,O
351,woman,O
351,seen,O
351,talking,O
351,to,O
351,Hakizimana,B-PER
351,was,O
351,the,O
351,CEO,O
351,.,O
352,The,O
352,report,O
352,",",O
352,as,O
352,mentioned,O
352,by,O
352,Emmanuel,B-PER
352,(,O
352,our,O
352,new,O
352,data,O
352,analyst,O
352,),O
352,",",O
352,needs,O
352,a,O
352,revision,O
352,.,O
353,What,O
353,did,O
353,Edson,B-PER
353,say,O
353,about,O
353,the,O
353,proposal,O
353,yesterday,O
353,?,O
354,محمود,B-PER
354,introduced,O
354,ام,B-PER
354,as,O
354,the,O
354,lead,O
354,consultant,O
354,on,O
354,the,O
354,project,O
354,.,O
355,It,O
355,was,O
355,Lerato,B-PER
355,who,O
355,finalized,O
355,the,O
355,agreement,O
355,.,O
356,It,O
356,was,O
356,Hajar,B-PER
356,who,O
356,finalized,O
356,the,O
356,agreement,O
356,.,O
357,After,O
357,the,O
357,interview,O
357,",",O
357,we,O
357,offered,O
357,Ali,B-PER
357,the,O
357,position,O
357,.,O
358,Isn,O
358,',O
358,t,O
358,Bezawit,B-PER
358,presenting,O
358,at,O
358,the,O
358,conference,O
358,?,O
359,The,O
359,person,O
359,you,O
359,spoke,O
359,to,O
359,earlier,O
359,",",O
359,Grace,B-PER
359,",",O
359,will,O
359,send,O
359,the,O
359,report,O
359,.,O
360,Zanele,B-PER
360,said,O
360,that,O
360,Tshepo,B-PER
360,might,O
360,be,O
360,late,O
360,due,O
360,to,O
360,traffic,O
360,.,O
361,Ibrahim,B-PER
361,and,O
361,his,O
361,colleague,O
361,Abdullahi,B-PER
361,handled,O
361,the,O
361,presentation,O
361,together,O
361,.,O
362,My,O
362,name,O
362,is,O
362,Asmaa,B-PER
362,.,O
363,Fantaye,B-PER
363,",",O
363,the,O
363,regional,O
363,director,O
363,",",O
363,approved,O
363,the,O
363,budget,O
363,.,O
364,This,O
364,is,O
364,Esperance,B-PER
364,",",O
364,our,O
364,new,O
364,team,O
364,member,O
364,.,O
365,At,O
365,the,O
365,annual,O
365,summit,O
365,in,O
